timestamp,date,message
1731884403.460779,2024-11-17 17:00:03,"Good evening SEC,

Last week, SAGR led the last PRT of the semester, and Philanthropy led the last breakroom takeover of the semester. Student Relations also hosted a very successful Wellness Week!

Tomorrow will be our last GC meeting of the semester, and we will be starting off our meeting with a Leadership Minute by Sam Lo and Stefano Micci-Barreca. Following that, we will be finishing off the year with our Senior Panel! Here is a list of the panelists:

• *Sam Lo*: ISEN, Associate Consultant at Bain & Company in Dallas, TX
• *Samantha Echegaray*: CHEN, Contact Engineer at ExxonMobil in Beaumont, TX
• *Tony Salazar*: MEEN, Assistant Mechanical Engineer at Burns and McDonnell in Phoenix, AZ
• *Kevin Johnson*: CPEN, Software Development Engineer 1 at Amazon in Minneapolis, MN
• *Ella Edwards*: ITDE, Civil Analyst at Kimley-Horn in Austin, TX
• *Stefano Micci-Barreca*: CHEN, Supply Chain Analyst at ExxonMobil in Spring, TX
*Reminder:* GC Meeting tomorrow night
*Where:* HEB 110
*When:* 8:15 PM
*Attire:* Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1731279603.202099,2024-11-10 17:00:03,"Good evening SEC,

Last week, Corporate Relations hosted another Lunch &amp; Learn and Philanthropy led an Enrichment Tutoring. Internal Relations also hosted a social in collaboration with SHPE at Lake Bryan!

Tomorrow’s meeting will start off with a leadership minute from Maya Shah and Olivia Rajagopal. Following that, Roland Block from the Career Center will be joining us with a Career Readiness activity!

*Reminder:* GC Meeting tomorrow night
*Where:* ZACH 297-299 (Chevron Rooms)
*When:* 8:15 PM
*Attire:* Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1730674800.702559,2024-11-03 17:00:00,"Good evening SEC,

Last week, Internal Relations hosted our Halloween Social. Philanthropy also just finished up an incredibly successful E-Day!

At tomorrow’s meeting, we will be having a pitch competition! Groups will work together to propose a problem that you see in the College of Engineering.

*Reminder:* GC Meeting tomorrow night
*Where:* ZACH 297-299 (Chevron Rooms)
*When:* 8:15 PM
*Attire:* Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1730066400.359319,2024-10-27 17:00:00,"Good evening SEC,

Last week, Corporate Relations hosted a Lunch &amp; Learn with Halliburton, and Engineering Development hosted an Industry Night with Charles Schwab. SAGR also held the second PRT of the semester and Philanthropy led another Breakroom Takeover.

Tomorrow's meeting will be led by our Student Relations Committee! Their presentation will be focused on emotional agility.

At tomorrow night’s meeting, please wear your best (*SEC appropriate*) Halloween costume! And as a reminder, we will have a Halloween Social after the GC meeting!

*Reminder:* GC Meeting tomorrow night
*Where:* HEB 110
*When:* 8:15 PM
*Attire:* Casual/Halloween Costume

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1729461600.309639,2024-10-20 17:00:00,"Good evening SEC,

Yesterday, the EnVision team hosted its Fall K-8 Conference with over 250 future engineers! Thank you to the EnVision Co-Chairs and coordinators, TLs, and everyone else who volunteered at the event! This week, Corporate Relations hosted an awesome Lunch & Learn with American Airlines, and Student Relations collaborated with UHS to organize a flower pass out.

Tomorrow’s meeting will start with a Leadership Minute from Ethan Langford and Vinathi Golkonda.

We are excited to host a group of former SEC members at our Alumni Panel meeting tomorrow night! Our panelists are listed below:

• Madison Corson ‘23 - *CVEN*, Data Engineer at *AtkinsRéalis*.
• James Swanson ‘21 - *CHEN,* Refinery Operations Support at *ExxonMobil*.
• Shaham Noorani ‘24 - *CSCE*, Software Engineer at *SchooLinks*.
• Dean Hoff ‘22 - *CHEN*, Plant Engineer at *Air Liquide*.
• Herman Zepeda ‘20 - *ISEN*, Product Manager at *General Motors*
• Victor Zheng ‘22 - *MEEN*, Technical Manager at *Lockheed Martin*
*Reminder:* GC Meeting tomorrow night
*Where:* ZACH 297-299 (Chevron Rooms)
*When:* 8:15 PM
*Attire:* Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1728856807.359179,2024-10-13 17:00:07,"Good evening SEC,

This past week, Engineering Development hosted a Speaker Series and Corporate Relations hosted a Lunch &amp; Learn. Engineering Development also coordinated a very successful DI Saturday!

Tomorrow, we will have a meeting with guest speaker Nic Taunton. His bio is listed below:

“As Executive Vice President and Chief Operating Officer, Nic Taunton leads all of The Association of Former Students’ day-to-day operations in pursuit of our noble mission. He earned a BBA in finance from Texas A&amp;M in 2007. While at A&amp;M, he served as Student Body President and was a recipient of the Buck Weirus Spirit Award and the Brown Foundation – Earl Rudder Memorial Outstanding Student Award. After graduation, Nic volunteered as a consultant of USAID in Rwanda before earning a law degree from The University of Texas School of Law in 2011. He began his career practicing commercial litigation as an associate with Norton Rose Fulbright before joining The Association’s team as Director of Development in 2014 and ultimately serving as Vice President of Development in 2016. After leading all fundraising and marketing efforts, Nic became The Association’s first ever Executive Vice President and Chief Operating Officer in 2023. He and his wife, Brittany ’08, are Endowed Century Club members and are parents to future Aggies Priscilla, Magdalene, Juliana and Nicholas.”

Since this is a speaker meeting, please note that the dress code is _*business casual*_. And as always, remember to arrive promptly out of respect for our speaker.
• Girls: blouse, dress pants/skirt, closed toe shoes (not sneakers)
• Guys: dress shirt/polo, dress pants, closed toe shoes (not sneakers)
*Reminder:* GC Meeting tomorrow night
*Where:* HEB 110
*When:* 8:15 PM
*Attire:* Business Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1728252000.716219,2024-10-06 17:00:00,"Good Evening SEC,

I hope you are all having a restful Fall Break so far!

There will be *no GC meeting tomorrow* (Monday, 10/7). Our next meeting will be the following week, on Monday, October 14th!

See you all next week!"
1727647201.737769,2024-09-29 17:00:01,"Good evening SEC,

This past week, Engineering Development hosted an awesome Industry Night with Jim Donnell!

We have a very exciting meeting tomorrow! We will be starting our meeting with a Leadership Meeting from Keeley Mahoney and Thomas Ankner. After, we will be meeting our Fall 2024 New Member cohort!

*Reminder:* GC Meeting tomorrow night
*Where:* HEB 110
*When:* 8:15 PM
*Attire:* Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1727042400.454169,2024-09-22 17:00:00,"Good evening SEC,

This week, SAGR hosted the first PRT of the year, and Internal Relations hosted the first Study Hours of the semester! Philanthropy hosted the very first Enrichment Tutoring and Corporate Relations had two Lunch &amp; Learns as well as a Dine &amp; Discuss!

Tomorrow, we will have a meeting with guest speaker David Olvera! His bio is listed below:

“David Olvera graduated from the Bush school with his Master of Public Administration and served in a variety of occupational health and safety roles before ending up at the Zachry Group as the Director of Human Performance. He is currently working to optimize worker productivity and mental through pioneering psychology techniques in the world of construction and engineering. He is passionate about innovation in personal and professional development.”

Since this is a speaker meeting, please note that the dress code is _*business casual*_. And as always, remember to arrive promptly out of respect for our speaker.

*Reminder:* GC Meeting tomorrow night
*Where:* HEB 110
*When:* 8:15 PM
*Attire:* Business Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1726437600.282419,2024-09-15 17:00:00,"Good evening SEC,

This week, Corporate Relations coordinated NVIDIA Day and Engineering Development hosted an Industry Night with Burns &amp; McDonnell. Philanthropy also had the first Breakroom Takeover of the year! A thank you to Eunsoo Yeo for hosting three successful informationals and the Application Workshop.

During tomorrow’s meeting, we will be going over proposed edits to the Articles of Association and the Bylaws. Please make sure to arrive on time.

*Reminder:* GC Meeting tomorrow night
*Where:* HEB 110
*When*: 8:15 PM
*Attire:* Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1725832800.331929,2024-09-08 17:00:00,"Good evening SEC,

A huge thank you to everyone for helping us put on the Career Fair last week! And a special thank you to Bailey Faulk, Thomas Ankner, and the rest of the Career Fair team for their hard work over the last several months to put on such a successful set of events!

At tomorrow’s meeting, we will be having a committee reveal followed by committee time. Come ready to meet your new committee family!

*Reminder:* GC Meeting tomorrow night
*Where:* ZACH 297-299 (Chevron Rooms)
*When:* 8:15 PM
*Attire:* Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1725228001.071959,2024-09-01 17:00:01,"Good evening SEC,

Hope everyone is having a great long weekend! As a reminder, Career Fair is THIS WEEK!

*Career Fair Reminders:*
• Dress Code:
    ◦ *GC:* Maroon GC polo
    ◦ *EC:* EC button down, EC name tag
    ◦ *CF Coordinators:* Black CF polo, CF name tag
    ◦ *Everyone: Business professional bottoms and shoes*
• Be *ON TIME* and *DON’T SKIP SHIFTS*
    ◦ If you see that someone didn’t show up to their shift, please let an EB member/Operations Coordinator know
• Always *act professionally* and *be mindful* of your environment
    ◦ You are representing Texas A&amp;M University, the College of Engineering, and SEC!
THANK YOU, we could not host the fair without your hard work!

*There will be NO meeting tomorrow due to the Labor Day holiday.*"
1724623201.198779,2024-08-25 17:00:01,"Good evening SEC,

I hope everyone had an amazing first week of school!

This week, we will be having our *Career Fair Walkthrough* meeting at *Legends Event Center*! Our Career Fair Operations Coordinators, Ella Joliet and Pavithra Gopalakrishnan, will be giving a presentation that covers everything you need to know about next week’s fair. We will follow up with a quick tour around the venue.

*Reminder:* GC Meeting tomorrow night
*Where*: Legends Event Center
*When:* 8:15 PM
*Attire:* Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1724018401.219939,2024-08-18 17:00:01,"Good Evening SEC,

Welcome back to College Station! I hope you are all excited for the new school year!

There will be *no GC meeting tomorrow* (Monday, 8/19). Our first GC meeting of the semester will be *NEXT Monday, August 26th, at Legends Event Center*. This will be our Fall 2024 Career Fair Walkthrough meeting.

See you all next week!"
1713736801.252169,2024-04-21 17:00:01,"Good evening SEC,

Last week, Corporate Relations hosted a Company Chat with Boeing and Engineering Development hosted an Industry Night with Kimberly Clark! We also successfully hosted the 2024 EnVision Scholars Conference for high school students!

Tomorrow will be our LAST GC meeting of the semester, starting off with a leadership minute from Will Moeller. Following that will be our SEC Senior Panel! Here are our panelists:

1. Eleanor McLeod: BMEN, Associate Consultant at Bain &amp; Company in Dallas, TX
2. Kyleigh Alonso: CVEN, Tunnel Field Engineer at Kiewit in Ellicott City, Maryland
3. James Rushing: AERO, Operations Leadership Development Program at BAE Systems in Austin, TX
4. Amadeo Loya, ID, Sales Talent Accelerator at Xylem Water Solutions in Houston, TX
5. Sloan Davis, CS, Software Engineer at Amazon in Seattle Washington
6. Sahana Dhillon, MEEN, Assistant Mechanical Engineer at Burns and McDonnell in Houston, TX
7. Heather Chang, ELEN, Masters’ Student at Harvard or MIT
8. MC Daniels: ISEN, Supply Chain &amp; Engineering Rotational Program at PepsiCo in Dallas, TX
Internal Relations will be hosting an SEC 85th Birthday Social after the meeting and Marketing will be having a merch pop-up shop during that time as well!

*Reminder*: GC Meeting tomorrow night
*Where*: HEB 110
*When*: 8:15 PM
*Attire*: Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1713132000.303229,2024-04-14 17:00:00,"Good evening SEC,

This week, Engineering Development hosted an Industry Night, Internal Relations hosted a Backyard Movie Night, and Philanthropy hosted a Breakroom Takeover! Internal Relations also hosted an amazing Family Weekend Brunch! Also, congratulations to everyone who got their ring this week!

Tomorrow we will have a meeting with guest speaker Chris Cochran! His bio is listed below:

“Chris co-founded ProsperOps in 2018 and serves as CEO. The ProsperOps platform simplifies cloud cost management, automating complex and time-consuming optimization tasks to reduce cost, minimize risk, and eliminate manual activities. Previously, Chris served as CEO of Chargify, a SaaS billing and subscription management platform. In the first eighteen months, the company more than doubled revenue, headcount, and changed every element of strategy, culture, product, and business model to reposition into the top tier of providers. Chris also held strategy and operations roles with Electronic Data Systems and was a management consultant with Ernst &amp; Young. Chris earned a Bachelor’s degree in Industrial Engineering from Texas A&amp;M University and an MBA from the University of Texas at Austin.”

Since this is a speaker meeting, please note that the dress code is _*business casual*_. And as always, remember to arrive promptly out of respect for our speaker.

*Reminder*: GC Meeting tomorrow night
*Where*: ZACH 297-299 (Chevron Rooms)
*When*: 8:15 PM
*Attire*: Business Casual
• Girls: blouse, dress pants/skirt, closed toe shoes (not sneakers)
• Guys: dress shirt/polo, dress pants, closed toe shoes (not sneakers)
If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1712527201.113459,2024-04-07 17:00:01,"Good evening SEC,

This week, Corporate Relations hosted two Lunch &amp; Learns for the College of Engineering, SAGR hosted their third PRT of the semester, and Engineering Development hosted an Industry Night!

At tomorrow’s meeting, we will be hearing a leadership minute from Jada Strilchuk and Julia Hoke! Following that, we will be doing an activity discussing organizational values!

*Reminder*: GC Meeting tomorrow night
*Where*: ZACH 297-299 (Chevron Rooms)
*When*: 8:15 PM
*Attire*: Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1711922400.549249,2024-03-31 17:00:00,"Good evening SEC,

This week, Legislation and Student Relations hosted our first-ever College of Engineering Town Hall event which was a major success! Engineering Development hosted an Industry Night with Capital One and Corporate Relations put on a Lunch &amp; Learn with ABB!

Our Corporate Relations team has put together an incredible Alumni Panel for tomorrow night’s meeting! We will have seven alumni coming _*in-person*_ and they are listed below:

• <https://www.linkedin.com/in/andrea-abeln-pmp-a9129973/|Andrea Abeln> ‘14 - *MEEN*, Medical Student at *McGovern Medical School*
• <https://www.linkedin.com/in/blake-fishbeck/|Blake Fishbeck> ‘21 - *CHEN*, Technical Service Engineer at *INEOS*
• <https://www.linkedin.com/in/sharat-kalaga-2640ab159/|Sharat Kalaga> ‘21 - *PETE*, Director of Operations at *Civitas Engineering Group*
• <https://www.linkedin.com/in/shikharbaheti/|Shikhar Baheti> ‘22 - *CSCE*, Software Engineer at *Amazon*
• <https://www.linkedin.com/in/justismorales2021/|Justis Morales> ‘22 - *IDIS*, Strategy Analyst at *Deloitte*
• <https://www.linkedin.com/in/celinecmartin/|Celine Martin> ‘22 - *ISEN*, Global Graduate Rotational Program at *Grundfos*
• <https://www.linkedin.com/in/allisoneclarke/|Allison Clarke> ‘23 - *CVEN*, Engineering Master’s Student at *Texas A&amp;M University*
*Reminder*: GC Meeting tomorrow night
*Where*: Chevron Rooms (ZACH 297-299)
*When*: 8:15 PM
*Attire*: Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1711317600.186789,2024-03-24 17:00:00,"Good evening SEC,

SEC had a very busy week! Special Events hosted the First-Year Career Fair which allowed hundreds of freshmen to practice networking in a professional setting. Along with that, Engineering Development hosted a Resume Workshop to prepare students for the event. SAGR hosted both a PRT and the Society Spikeball Tournament, Philanthropy hosted a Breakroom Takeover and multiple other events, and IR had the Cycle Station Social!

At this week’s meeting, we will be hearing a Leadership Minute from Emir Velic! Furthermore, we will be doing EC Review and covering everything we have accomplished as SEC this semester. If you are interested in being on the Executive Council for the upcoming school year, this is a great opportunity to see which committees pique your interest!

*Reminder*: GC Meeting tomorrow night
*Where*: HEB 110
*When*: 8:15 PM
*Attire*: Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1710712800.490119,2024-03-17 17:00:00,"Good evening SEC,

Hope everyone had an amazing Spring Break!

Tomorrow we will continue to vote for our 2024-2025 Executive Board with our Vice President Elections. *This meeting is mandatory* unless you are granted an absence in advance.

Again, we do expect this meeting to run over the allotted hour and end closer to 9:45 PM. If you have any issues with this, please notify me as soon as possible.

*Reminder*: GC Meeting tomorrow night
*Where*: Chevron Rooms (ZACH 297-299)
*When*: 8:15 PM
*Attire*: Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1709506801.304749,2024-03-03 17:00:01,"Good evening SEC,

This week, Corporate Relations hosted two Lunch &amp; Learns for the College of Engineering and Internal Relations hosted another social at the Aggie basketball game versus South Carolina!

Tomorrow, we will be holding elections for President for the 2024-2025 academic year. *This meeting is mandatory* unless you are granted an absence in advance.

Based on the number of candidates running for President, we do expect this meeting to run a bit over the allotted hour and end closer to 9:30 - 9:45 PM. If you have any issues with this, please notify me as soon as possible.

*Reminder*: GC Meeting tomorrow night
*Where*: Chevron Rooms (ZACH 297-299)
*When*: 8:15 PM
*Attire*: Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1708902001.267739,2024-02-25 17:00:01,"Good evening SEC,

This week Tony Salazar, Aidan Atkins, and the E-Week committee put on a fantastic group of events to celebrate us engineers! Also, thank you to Sudiksha Pradhan, Sai Challapalli, and the Engineering Development committee for putting on another successful DI Saturday and helping inform freshmen before ETAM!

At tomorrow’s meeting, we will be hearing a Leadership Minute from Kethan Reddy and Thomas Ankner! We will be having committee time as well.

*Reminder*: GC Meeting tomorrow night
*Where*: Chevron Rooms (ZACH 297-299)
*When*: 8:15 PM
*Attire*: Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1708297201.298749,2024-02-18 17:00:01,"Good evening SEC,

Happy Engineers Week! The E-Week committee has put together an exciting set of events so make sure to stop by for them!

At this week’s meeting, we will be welcoming our fantastic Spring 2024 New Member Cohort! After the GC meeting, please join us for the New Member Welcome Social (also in the Chevron Rooms). This will count for a social point and there will be cookies!

Lastly, we will be hearing a Leadership Minute from James Rushing!

*Reminder*: GC Meeting tomorrow night
*Where*: Chevron Rooms (ZACH 297-299)
*When*: 8:15 PM
*Attire*: Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
1707692400.653959,2024-02-11 17:00:00,"Good evening SEC,

Happy Lunar New Year to those who celebrate!

This week, we had the opportunity to share the Engineering Student Survey results with members of the College of Engineering administration and faculty. Thank you to the Legislation Committee for their hard work!

Tomorrow’s meeting is our semesterly Articles of Association and Bylaws Meeting where we will be covering three proposed amendments. Again, it is crucial for everyone to be in attendance in order to have a deciding vote.

*Reminder*: GC Meeting tomorrow night
*Where*: HEB 110
*When*: 8:15 PM
*Attire*: Casual

If you are unable to attend this meeting, please fill out <https://docs.google.com/forms/d/e/1FAIpQLSfX_fDJ7YmMyklNHSHXEiXop4zCucaWNeMLuSQOKQ8rgNhqXw/viewform|this form>.

See you all tomorrow!"
